90,348,522,364
68,209,533,237
90,336,238,350
90,319,170,333
79,301,170,318
79,284,215,302
295,133,340,145
215,242,533,259
181,117,204,137
56,124,181,160
227,375,431,388
215,296,465,313
215,321,454,339
170,110,193,122
284,144,340,156
363,72,386,82
68,240,170,265
56,100,147,135
68,265,522,288
79,367,431,378
