9,108,94,117
9,144,104,154
0,4,119,18
0,187,64,197
158,143,183,154
0,85,79,96
0,50,114,60
0,121,138,132
0,22,119,36
0,67,79,77
0,250,143,259
0,204,89,215
0,172,143,182
0,38,99,48
0,234,69,243
104,75,183,83
0,219,69,229
158,132,183,142
0,158,109,168
0,260,178,269
4,97,114,107
158,219,183,229
158,102,183,111
153,204,183,214
158,187,183,197
158,85,183,96
158,234,183,243
124,66,183,75
4,132,89,143
